Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Drake Maye 2024 Phoenix #179 Ice","Raw","4041.41","$40.01","$0.99","$41.00 (02/15/2026)","$28.19","$0.99","$50.00","37.50","11","$310.14"
"Drake Maye 2024 Contenders Optic #70 Base","Raw","2900.00","$36.25","$1.25","$37.50 (03/07/2026)","$35.31","$1.04","$102.51","77.19","101","$3566.24"
"Malik Willis 2022 Prizm #303 Light Blue","Raw","2753.32","$58.09","$2.11","$60.20 (03/09/2026)","$31.40","$2.11","$60.42","466.67","17","$533.86"
"Malik Willis 2022 Chronicles #PB-7 Prizm Black Signatures","Raw","2629.41","$111.75","$4.25","$116.00 (03/09/2026)","$54.37","$4.25","$116.00","1050.00","23","$1250.46"
"Malik Willis 2022 Select #38 Concourse Blue","Raw","2627.27","$26.01","$0.99","$27.00 (03/02/2026)","$14.78","$0.99","$27.00","500.00","12","$177.41"
"Riley Leonard 2025 Mosaic #372 Choice Red & Yellow","Raw","2425.25","$24.01","$0.99","$25.00 (03/09/2026)","$14.72","$0.99","$25.00","0.00","10","$147.22"
"Joe Burrow 2020 Select #346 Field Level","Raw","2424.24","$24.00","$0.99","$24.99 (03/09/2026)","$11.71","$0.99","$24.99","-21.28","37","$433.41"
"Michael Penix Jr. 2024 Optic #4 Play Action","Raw","2280.95","$19.16","$0.84","$20.00 (03/02/2026)","$2.58","$0.84","$20.00","-79.53","26","$67.15"
"Quentin Johnston 2023 Mosaic #ND-16 NFL Debut - Green","Raw","2273.74","$22.51","$0.99","$23.50 (03/05/2026)","$3.09","$0.89","$23.50","333.33","13","$40.22"
"Caleb Williams 2024 Topps Chrome #202 X-Fractor","Raw","2273.74","$22.51","$0.99","$23.50 (03/09/2026)","$13.18","$0.99","$39.99","-34.03","221","$2913.75"
"Michael Wilson 2023 Prizm #303 Rookie Autographs - Pink","Raw","2223.23","$22.01","$0.99","$23.00 (03/03/2026)","$14.40","$0.99","$23.00","187.50","23","$331.20"
"Drake Maye 2024 Topps Now Draft #D-3 Base (Print Run: 5,732)","Raw","2223.23","$22.01","$0.99","$23.00 (03/08/2026)","$19.64","$0.99","$51.00","452.17","127","$2494.40"
"Tee Higgins 2020 Mosaic #213 Pink Camo","Raw","2172.73","$21.51","$0.99","$22.50 (03/08/2026)","$4.01","$0.99","$22.50","20.00","24","$96.20"
"Kyle Pitts 2021 Select #246 Club Level Red & Yellow Die-Cut","Raw","2133.33","$21.12","$0.99","$22.11 (03/01/2026)","$3.16","$0.99","$22.11","0.00","15","$47.44"
"Rashee Rice 2023 Prizm #350 Disco","Raw","2121.21","$21.00","$0.99","$21.99 (03/05/2026)","$6.40","$0.99","$21.99","16.13","36","$230.57"
"Caleb Williams 2024 Mosaic #301 Red","Raw","2085.43","$31.49","$1.51","$33.00 (02/22/2026)","$19.61","$1.51","$35.00","-38.24","21","$411.84"
"Ashton Jeanty 2024 Bowman Chrome University #17 Base (1st)","Raw","2021.21","$20.01","$0.99","$21.00 (03/06/2026)","$2.53","$0.99","$21.00","-83.95","179","$453.62"
"Bryce Young 2023 Donruss #311 Press Proof Red","Raw","1970.71","$19.51","$0.99","$20.50 (03/09/2026)","$7.33","$0.99","$20.50","-33.33","12","$87.99"
"Tom Brady 2016 Prizm #3 Illumination","Raw","1929.29","$19.10","$0.99","$20.09 (02/26/2026)","$12.72","$0.99","$24.88","357.14","32","$406.92"
"Malik Willis 2022 Prizm #PFR-3 Prizm Flashback Rookies - Silver","Raw","1920.20","$19.01","$0.99","$20.00 (02/27/2026)","$10.05","$0.99","$20.00","216.67","19","$190.95"
"Puka Nacua 2023 Select #199 Premier Level White Die-Cut","Raw","1900.00","$23.75","$1.25","$25.00 (03/07/2026)","$20.70","$1.25","$38.08","266.67","22","$455.30"
"Trevor Lawrence 2021 Chronicles #PA-1 Panini","Raw","1899.20","$23.74","$1.25","$24.99 (03/08/2026)","$2.47","$0.83","$24.99","160.00","39","$96.50"
"Quinn Ewers 2025 Elite #116 Base Rookie","Raw","1850.00","$18.50","$1.00","$19.50 (02/22/2026)","$5.02","$0.99","$19.50","30.00","65","$326.06"
"Sam LaPorta 2023 Mosaic #360 Reactive Blue","Raw","1768.69","$17.51","$0.99","$18.50 (01/02/2026)","$4.63","$0.99","$18.50","-47.83","12","$55.60"
