Card,Grade,Price Change %,Price Change $,Starting Price,Last Sale,Avg,Min Sale,Max Sale,Volume Change %,# of Sales,Total Sales $
"Audi Crooks 2024 Bowman Best University #B24-AC Best of 2024 Autographs - Green Mini-Diamond Refractor","Raw","6700.00","$67.00","$1.00","$68.00 (02/05/2026)","$45.56","$1.00","$90.00","-36.84","12","$546.73"
"Stephon Castle 2024 Obsidian #19 Mist","Raw","6465.66","$64.01","$0.99","$65.00 (03/01/2026)","$48.17","$0.99","$69.00","0.00","12","$577.99"
"Dalton Knecht 2024 Mosaic #271 City Edition - Green","Raw","2803.23","$34.76","$1.24","$36.00 (01/17/2026)","$5.08","$0.99","$36.00","900.00","10","$50.85"
"Victor Wembanyama 2023 Phoenix #7 Temple Men - Blue Ice","Raw","2374.75","$23.51","$0.99","$24.50 (02/26/2026)","$19.19","$0.99","$40.00","10.00","55","$1055.68"
"Anthony Edwards 2024 Optic #14 Elite Dominators - Blue","Raw","2172.73","$21.51","$0.99","$22.50 (02/04/2026)","$16.04","$0.99","$34.00","0.00","16","$256.59"
"Stephon Castle 2024 Optic #6 White Hot Rookies - Green Shock","Raw","1970.71","$19.51","$0.99","$20.50 (02/24/2026)","$16.69","$0.99","$44.99","0.00","12","$200.32"
"Donovan Clingan 2024 Revolution #108 Base","Raw","1899.00","$18.99","$1.00","$19.99 (02/27/2026)","$2.30","$0.80","$19.99","0.00","16","$36.87"
"Caitlin Clark 2023 Bowman U Now #64 Base (Print Run: 15,229)","Raw","1867.68","$18.49","$0.99","$19.48 (03/05/2026)","$6.72","$0.99","$19.48","-47.69","34","$228.53"
"Kon Knueppel 2025 Topps Chrome #SF-24 Sleek Finishers - Refractor","Raw","1826.26","$18.08","$0.99","$19.07 (03/09/2026)","$9.42","$0.99","$24.00","0.00","80","$753.67"
"Josh Giddey 2021 Donruss #202 Base","Raw","1800.00","$18.00","$1.00","$19.00 (03/03/2026)","$2.74","$0.71","$19.00","24.00","31","$85.06"
"Scottie Barnes 2021 Prizm #320 Base","Raw","1718.18","$17.01","$0.99","$18.00 (03/09/2026)","$2.10","$0.50","$18.00","150.00","75","$157.39"
"Isaiah Collier 2024 Prizm Black #32 Red Power","Raw","1718.18","$17.01","$0.99","$18.00 (03/07/2026)","$6.35","$0.99","$18.00","0.00","11","$69.89"
"Reed Sheppard 2024 Mosaic #249 Blue","Raw","1718.18","$17.01","$0.99","$18.00 (01/03/2026)","$6.40","$0.99","$18.00","-45.00","11","$70.37"
"LeBron James 2019 Revolution #14 Base","Raw","1718.18","$17.01","$0.99","$18.00 (03/01/2026)","$3.92","$0.99","$18.00","81.25","29","$113.71"
"Stephon Castle 2024 Donruss #244 Base","PSA 9","1673.74","$16.57","$0.99","$17.56 (03/01/2026)","$9.89","$0.99","$20.00","200.00","18","$178.07"
"Deni Avdija 2020 Select #69 Concourse Blue Prizm","Raw","1500.00","$26.25","$1.75","$28.00 (01/17/2026)","$15.26","$0.99","$29.99","500.00","12","$183.14"
"Victor Wembanyama 2024 Prizm #20 Kaleidoscopic - Silver","Raw","1500.00","$18.75","$1.25","$20.00 (03/09/2026)","$8.68","$0.99","$20.00","-46.98","79","$685.49"
"Dylan Harper 2025 Topps Chrome #252 Wave Refractor","Raw","1465.66","$14.51","$0.99","$15.50 (03/09/2026)","$12.89","$0.99","$28.00","0.00","23","$296.36"
"Derik Queen 2025 Topps #NL-13 No Limit - Green Rainbow","Raw","1415.15","$14.01","$0.99","$15.00 (02/27/2026)","$16.20","$0.99","$33.00","0.00","15","$242.94"
"Trae Young 2020 Hoops SLAM - Holo","Raw","1415.15","$14.01","$0.99","$15.00 (03/05/2026)","$10.60","$0.99","$15.00","-21.43","11","$116.58"
"Paolo Banchero 2022 Optic #221 Base","Raw","1415.15","$14.01","$0.99","$15.00 (03/07/2026)","$2.56","$0.99","$15.00","-33.17","133","$340.21"
"Egor Demin 2025 Topps #RTO-ED Rise to the Occasion Relics","Raw","1415.15","$14.01","$0.99","$15.00 (02/27/2026)","$3.69","$0.99","$15.00","0.00","40","$147.55"
"Jared McCain 2024 Select #184 Premier Level Tri-Color","Raw","1407.54","$14.01","$0.99","$15.00 (03/07/2026)","$4.42","$0.99","$15.00","-71.05","11","$48.59"
"Kyle Filipowski 2024 Prizm #263 Base","Raw","1400.00","$14.00","$1.00","$15.00 (03/04/2026)","$2.42","$0.68","$15.00","-64.86","13","$31.41"
"Reed Sheppard 2024 Donruss #202 Red Wedges","Raw","1388.89","$13.75","$0.99","$14.74 (01/09/2026)","$3.76","$0.99","$14.74","0.00","10","$37.63"
"Deni Avdija 2020 Mosaic #272 NBA Debut - Gold Wave","Raw","1380.00","$17.25","$1.25","$18.50 (02/12/2026)","$12.46","$0.99","$20.50","200.00","12","$149.48"
